"","countrycode","year","mmr","abr","scenario","edu.f","edu.m","id","parl.f","flfp","mlfp","parl.m","health","empower","lfpr","gf","gm","gfm","harm","gii"
"1568","DNK",2005,10,6.1686,"SSP2",0.993,0.997,"DNK2005",0.369,0.757829971313477,0.835199966430664,0.631,0.540527834516746,0.699243268479853,0.796514968872071,0.569493484709583,0.87173451655034,0.670213903512534,0.688922401088353,0.01
"1569","DOM",2005,83,105.3784,"SSP2",0.559,0.503,"DOM2005",0.154,0.424080009460449,0.77463996887207,0.846,0.500285831649823,0.472868447649451,0.59935998916626,0.161435758907307,0.796507174082412,0.521453310924076,0.26846012574423,0.485169390777311
"1570","DZA",2005,127,9.6842,"SSP2",0.549,0.682,"DZA2005",0.053,0.137959995269775,0.760790023803711,0.947,0.502032696492233,0.487114424612092,0.449375009536743,0.128503369092026,0.8487451950283,0.478987268526448,0.223211618959977,0.533992584715951
"1576","ECU",2005,94,83.7984,"SSP2",0.49,0.487,"ECU2005",0.16,0.548520011901855,0.85984001159668,0.84,0.50031737771462,0.459796810490661,0.704180011749267,0.176220422982192,0.819295541357759,0.545127902170358,0.290053825387347,0.467916017080516
"1577","EGY",2005,52,50.6048,"SSP2",0.478,0.607,"EGY2005",0.038,0.219570007324219,0.765879974365234,0.962,0.500950046696695,0.449464813999314,0.492724990844726,0.122187584173754,0.836464534433955,0.480505360319349,0.213227673992826,0.556242881762832
"1580","ESP",2005,10,11.712,"SSP2",0.69,0.74,"ESP2005",0.305,0.588460006713867,0.810640029907227,0.695,0.521345628415301,0.587947711384722,0.699550018310547,0.428869631994201,0.834600747363686,0.598541688206501,0.5665901175552,0.0533823646386979
"1581","EST",2005,18,22.9454,"SSP2",0.92,0.932,"EST2005",0.188,0.678560028076172,0.734779968261719,0.812,0.50605301667824,0.64290896507855,0.706669998168945,0.352797647693695,0.861418959631646,0.612614658840261,0.500580507305424,0.182878665925051
"1582","ETH",2005,865,94.3934,"SSP2",0.043,0.077,"ETH2005",0.21,0.766439971923828,0.908489990234375,0.79,0.500030618384446,0.170831848897548,0.837464981079102,0.0930638576952763,0.607378877966718,0.415123543791111,0.161397980415312,0.611204946504967
"1585","FIN",2005,10,9.775,"SSP2",0.801,0.827,"FIN2005",0.375,0.726709976196289,0.762990036010742,0.625,0.525575447570332,0.633502484710387,0.744850006103515,0.5031662971309,0.818597743784017,0.628276389070916,0.623244062978752,0.00800973294509078
"1586","FJI",2005,46,43.6122,"SSP2",0.688,0.667,"FJI2005",0.097,0.36257999420166,0.800550003051758,0.903,0.501246161076189,0.517206827668665,0.581564998626709,0.187701180287683,0.853293462973655,0.532236339061106,0.307713764270948,0.421847510799859
"1587","FRA",2005,10,7.5196,"SSP2",0.727,0.78,"FRA2005",0.139,0.644980010986328,0.752020034790039,0.861,0.533246449279217,0.568694096322971,0.698500022888183,0.421283545807647,0.850993212144903,0.596107206640051,0.563571464509948,0.0545803536137229
"1590","GAB",2005,348,121.9494,"SSP2",0.247,0.371,"GAB2005",0.119,0.390750007629395,0.591870002746582,0.881,0.500058908924898,0.37157635517339,0.491310005187989,0.100936249955247,0.696841081625103,0.450272008155643,0.176331221281165,0.608389555452416
"1591","GBR",2005,11,25.856,"SSP2",1,1.001,"GBR2005",0.185,0.686800003051758,0.818050003051758,0.815,0.508789941494149,0.666670520788676,0.752425003051758,0.381194284338626,0.904048849635771,0.634314047112356,0.536269356566632,0.154568058191461
"1592","GEO",2005,39,49.794,"SSP2",0.923,0.941,"GEO2005",0.094,0.584090003967285,0.761920013427734,0.906,0.501287355185415,0.608944037841355,0.673005008697509,0.231121978568277,0.889384242488169,0.590057239220719,0.366898892605004,0.378197794692659
"1593","GHA",2005,371,76.0342,"SSP2",0.379,0.546,"GHA2005",0.109,0.708420028686523,0.745199966430664,0.891,0.500088625177544,0.450368279988913,0.726809997558594,0.139436801901414,0.804024593860621,0.547030936614611,0.237658092894105,0.565549081437897
"1595","GIN",2005,920,159.341,"SSP2",0.083,0.225,"GIN2005",0.193,0.652180023193359,0.684810028076172,0.807,0.500017053936553,0.276341184779059,0.668495025634765,0.0880121242569603,0.663283783209249,0.452039310742401,0.155403521209956,0.656216799032962
"1596","GMB",2005,756,109.1476,"SSP2",0.133,0.281,"GMB2005",0.132,0.496110000610352,0.696829986572266,0.868,0.500030297306646,0.31318474247591,0.596469993591309,0.0897788955021215,0.700777180318167,0.453727572990658,0.159166447937991,0.649202610965705
"1597","GNB",2005,979,123.016,"SSP2",0.078,0.208,"GNB2005",0.14,0.662750015258789,0.796510009765625,0.86,0.500020758487913,0.263720440116633,0.729630012512207,0.0857754436499103,0.695810071027038,0.458224358725131,0.152723960251716,0.666704841539581
"1598","GNQ",2005,344,176.269,"SSP2",0.156,0.394,"GNQ2005",0.18,0.538120002746582,0.685780029296875,0.82,0.50004122926811,0.367986073618699,0.611950016021728,0.105011492720047,0.730488343624006,0.482893154933866,0.183625820237655,0.619738200134969
"1599","GRC",2005,10,11.0246,"SSP2",0.618,0.681,"GRC2005",0.13,0.548370018005371,0.784869995117188,0.87,0.522676559693776,0.52658192228127,0.66662000656128,0.360401064433289,0.845363779960887,0.568232109396779,0.505355596570458,0.110652868408068
"1602","GTM",2005,142,96.1276,"SSP2",0.243,0.274,"GTM2005",0.082,0.437179985046387,0.87036003112793,0.918,0.500183148583787,0.32134457220604,0.653770008087158,0.11864989839394,0.758574990546036,0.471890976322219,0.205203583909324,0.565146200699532
"1604","GUY",2005,223,95.6194,"SSP2",0.729,0.751,"GUY2005",0.308,0.361440010070801,0.816679992675781,0.692,0.500117243596298,0.597372370401906,0.589060001373291,0.154792519738326,0.83812406489466,0.560392307268662,0.261321722018224,0.533680747168176
"1607","HND",2005,77,101.6272,"SSP2",0.232,0.214,"HND2005",0.234,0.445279998779297,0.871009979248047,0.766,0.500319476798215,0.318936571754227,0.658144989013672,0.154790720622294,0.70650428587922,0.471799819228241,0.253943902399233,0.461754981562671
"1609","HRV",2005,10,14.8312,"SSP2",0.844,0.93,"HRV2005",0.217,0.589360008239746,0.715279998779297,0.783,0.516856356869303,0.640649218310196,0.652320003509522,0.403086143550466,0.848267468977783,0.599998668161261,0.5464879940351,0.0891846548428997
"1610","HTI",2005,459,64.111,"SSP2",0.225,0.282,"HTI2005",0.091,0.601129989624023,0.698939971923828,0.909,0.500084956140033,0.324694605619413,0.650034980773925,0.116610030949027,0.707319217810539,0.472590728556166,0.200212617779752,0.576350940291547
"1611","HUN",2005,15,20.1336,"SSP2",0.914,0.958,"HUN2005",0.091,0.548330001831055,0.67754997253418,0.909,0.508278036052503,0.610788734326313,0.612939987182617,0.306438375788904,0.858292549735292,0.575179552712424,0.451630104651388,0.214801530197664
"1616","IDN",2005,252,51.711,"SSP2",0.429,0.51,"IDN2005",0.113,0.472859992980957,0.842770004272461,0.887,0.500191847671107,0.446379748813282,0.657814998626709,0.142343038956324,0.827596520256738,0.527612352458266,0.242907102002519,0.53961066136765
"1619","IND",2005,286,50.799,"SSP2",0.316,0.493,"IND2005",0.093,0.338699989318848,0.858659973144531,0.907,0.500172075409777,0.42006139399958,0.59867998123169,0.11506145639061,0.831156439329499,0.501043749877494,0.202139635765195,0.596562903310103
"1621","IRL",2005,10,17.2834,"SSP2",0.786,0.766,"IRL2005",0.142,0.633650016784668,0.840979995727539,0.858,0.514464746519782,0.572389909546817,0.737315006256103,0.3706495140863,0.880132175534505,0.601035633627716,0.521626700967267,0.132120174275116
"1622","IRN",2005,34,32.021,"SSP2",0.524,0.61,"IRN2005",0.041,0.20423999786377,0.767829971313477,0.959,0.502296287179186,0.455710301545539,0.486034984588623,0.142095553621662,0.837425974142024,0.480956112167547,0.242964557776578,0.494830086093307
"1624","ISL",2005,10,15.48,"SSP2",0.976,0.975,"ISL2005",0.333,0.824860000610352,0.887870025634766,0.667,0.516149870801034,0.688261017527925,0.856365013122559,0.492584335855351,0.894619183171207,0.672557319740544,0.635343538481045,0.0553317615721653
"1625","ISR",2005,10,14.8436,"SSP2",0.763,0.742,"ISR2005",0.15,0.639720001220703,0.758379974365234,0.85,0.516842275458784,0.566235412965741,0.699049987792968,0.382979977117576,0.84449955299149,0.589233951936335,0.526976477484307,0.10565832849149
"1626","ITA",2005,10,7.0302,"SSP2",0.693,0.782,"ITA2005",0.104,0.504029998779297,0.745960006713867,0.896,0.535560865978208,0.552761907432089,0.624995002746582,0.370924292877257,0.854720870231052,0.569824557952881,0.517338531478169,0.0921090987430776
"1627","JAM",2005,80,78.0092,"SSP2",0.784,0.745,"JAM2005",0.136,0.619720001220703,0.790579986572266,0.864,0.500400593776119,0.564415004666391,0.705149993896484,0.200832979329223,0.859198693336933,0.583981771499639,0.325566561581365,0.44250560981497
"1628","JOR",2005,62,32.1598,"SSP2",0.594,0.595,"JOR2005",0.073,0.128940000534058,0.705510025024414,0.927,0.501253819384609,0.475454832826625,0.417225012779236,0.12388819779191,0.806183390703118,0.463282361729248,0.214771870465571,0.536412589367933
"1629","JPN",2005,10,5.332,"SSP2",0.949,0.954,"JPN2005",0.107,0.607190017700195,0.843929977416992,0.893,0.54688672168042,0.620827166011677,0.725559997558594,0.437590799862319,0.920100874643795,0.626874312398687,0.593106204081072,0.0538674302802489
"1630","KAZ",2005,43,28.4826,"SSP2",0.919,0.945,"KAZ2005",0.086,0.724980010986328,0.804160003662109,0.914,0.502041229904704,0.605250309048197,0.764570007324219,0.264080493871218,0.907494128175842,0.614748136206881,0.409110086620296,0.334507804863651
"1631","KEN",2005,618,99.9352,"SSP2",0.422,0.51,"KEN2005",0.071,0.605480003356934,0.700130004882813,0.929,0.500040479305023,0.430709700519232,0.652805004119874,0.110072097244192,0.784014109319592,0.519985336685636,0.193041960939118,0.628754991112713
"1632","KGZ",2005,82,31.5876,"SSP2",0.894,0.915,"KGZ2005",0.001,0.589550018310547,0.802160034179688,0.999,0.500965182694413,0.492988879234898,0.695855026245118,0.103080074832782,0.91534490925801,0.555973994591614,0.18529361164162,0.666722520398231
"1633","KHM",2005,351,47.462,"SSP2",0.139,0.252,"KHM2005",0.109,0.793730010986328,0.880999984741211,0.891,0.500150067572427,0.298468737662687,0.837364997863769,0.133769044482037,0.747374612233644,0.500001523884599,0.226922334370017,0.546156714469551
"1636","KOR",2005,15,2.0754,"SSP2",0.76,0.874,"KOR2005",0.134,0.546069984436035,0.770830001831055,0.866,0.58030580450355,0.594557302488858,0.658449993133545,0.462242977212555,0.875301670551375,0.610179777047198,0.604992215895287,0.00850169302072745
"1637","KWT",2005,10,15.8758,"SSP2",0.566,0.532,"KWT2005",0.015,0.503310012817383,0.83568000793457,0.985,0.515747237934466,0.408016726587377,0.669495010375976,0.226624679002645,0.84574216146725,0.52034023358938,0.357463581730173,0.313019523275493
"1639","LAO",2005,410,74.1298,"SSP2",0.209,0.337,"LAO2005",0.229,0.819899978637695,0.820609970092773,0.771,0.500082255192589,0.364251926519514,0.820254974365234,0.148179391012093,0.747870339632288,0.530636832082092,0.247350046973455,0.533861895709514
"1640","LBN",2005,24,17.496,"SSP2",0.616,0.611,"LBN2005",0.047,0.2257200050354,0.751460037231445,0.953,0.505953741807651,0.466613786947904,0.488590021133423,0.18097202395763,0.830789466860774,0.486785526754845,0.297203743500572,0.389456491276804
"1641","LBR",2005,816,143.3776,"SSP2",0.143,0.352,"LBR2005",0.138,0.540740013122559,0.591699981689453,0.862,0.500021368229697,0.345658557884791,0.566219997406006,0.0888866991686683,0.688190764592285,0.460829593127515,0.157438629520693,0.658358248105979
"1643","LCA",2005,83,50.726,"SSP2",0.52,0.441,"LCA2005",0.207,0.629169998168945,0.80447998046875,0.793,0.50059378783913,0.459725362020811,0.716824989318848,0.215873913598379,0.780651220740862,0.548444078856327,0.338219736501523,0.38331044213876
"1648","LKA",2005,45,24.535,"SSP2",0.679,0.672,"LKA2005",0.049,0.401370010375977,0.809739990234375,0.951,0.50226433892625,0.490911594344283,0.605555000305176,0.190996841874399,0.865047909681926,0.530513462710048,0.312906093374938,0.410182558277588
"1651","LSO",2005,679,87.3046,"SSP2",0.223,0.195,"LSO2005",0.17,0.659400024414063,0.781549987792969,0.83,0.500042172865178,0.298505379359035,0.720475006103516,0.118583464251362,0.679992888568026,0.475546042325595,0.201949161424578,0.575332053155206
"1653","LTU",2005,14,19.7812,"SSP2",0.844,0.9,"LTU2005",0.22,0.651529998779297,0.723239974975586,0.78,0.509027330423403,0.634380212431502,0.687384986877442,0.376451369982267,0.846220728856735,0.605475986961069,0.521089755770173,0.139371722426907
"1654","LUX",2005,10,10.456,"SSP2",0.726,0.8,"LUX2005",0.233,0.56935001373291,0.757900009155273,0.767,0.523909716908952,0.597307230605562,0.663625011444092,0.416819095028469,0.84046221977219,0.592187165150862,0.557267013717778,0.0589680990877059
"1655","LVA",2005,30,17.8026,"SSP2",0.947,0.951,"LVA2005",0.21,0.647799987792969,0.740380020141602,0.79,0.504680964203731,0.656359146581073,0.694090003967285,0.340649489685192,0.862553744446733,0.612620349250727,0.488410410704755,0.202751897970561
"1658","MAR",2005,131,34.0246,"SSP2",0.186,0.275,"MAR2005",0.064,0.282980003356934,0.792440032958984,0.936,0.500560887401047,0.30822574466726,0.537710018157959,0.113507183683107,0.738057548273525,0.436138725486183,0.196755057030363,0.548870472781265
"1660","MDA",2005,34,28.6804,"SSP2",0.828,0.884,"MDA2005",0.218,0.522770004272461,0.544059982299805,0.782,0.502563751264442,0.62814746646688,0.533414993286133,0.282276032770507,0.767642063209675,0.552212200064958,0.412769256992946,0.25251695463376
"1661","MDG",2005,526,140.3536,"SSP2",0.115,0.158,"MDG2005",0.084,0.859440002441406,0.898730010986328,0.916,0.500033863411491,0.239358316574153,0.879085006713867,0.099433598987576,0.699254346893926,0.472091597241002,0.17410899132234,0.631196589094431
"1662","MDV",2005,75,18.033,"SSP2",0.273,0.263,"MDV2005",0.12,0.415999984741211,0.757070007324219,0.88,0.501848463003013,0.33103967556056,0.586534996032715,0.186380388530694,0.714142835920091,0.460167057657517,0.295610852915814,0.357601010336066
"1664","MEX",2005,54,72.633,"SSP2",0.532,0.562,"MEX2005",0.237,0.438549995422363,0.841149978637695,0.763,0.500637400304218,0.504957945977939,0.639849987030029,0.198851288580556,0.819724574527048,0.544860789775634,0.320061163492604,0.412581764923108
"1667","MKD",2005,10,21.9066,"SSP2",0.638,0.774,"MKD2005",0.192,0.492309989929199,0.743440017700195,0.808,0.511412085855404,0.570405792208109,0.617875003814697,0.332662646083408,0.837736359374876,0.564874339803994,0.476219806630483,0.156945584046663
"1668","MLI",2005,691,185.7866,"SSP2",0.046,0.111,"MLI2005",0.102,0.626689987182617,0.828140029907227,0.898,0.500019473659603,0.192108201981772,0.727415008544922,0.0723594371702836,0.639441980597689,0.411880939276415,0.130007220171575,0.684357279557608
"1669","MLT",2005,10,19.003,"SSP2",0.715,0.81,"MLT2005",0.092,0.361839981079102,0.783059997558594,0.908,0.5131558175025,0.557038712857612,0.572449989318848,0.277151649362935,0.875709694292369,0.546962303201889,0.421046967134338,0.230208435445094
"1673","MNG",2005,98,20.1422,"SSP2",0.849,0.837,"MNG2005",0.067,0.563120002746582,0.669690017700195,0.933,0.501266505351036,0.561099459351198,0.616405010223388,0.21223087779154,0.839574279524181,0.557602739484395,0.338814817697516,0.392372393990009
"1675","MOZ",2005,577,174.9784,"SSP2",0.098,0.183,"MOZ2005",0.348,0.871179962158203,0.828359985351563,0.652,0.500024761659911,0.265047082543563,0.849769973754883,0.116988580158651,0.658955597565969,0.48291642142349,0.198700581716839,0.588540432874221
"1677","MUS",2005,53,35.5148,"SSP2",0.434,0.483,"MUS2005",0.171,0.454309997558594,0.821620025634766,0.829,0.501328173362113,0.452599839006491,0.63796501159668,0.2081697069521,0.804094852966466,0.525062645703529,0.330720241588202,0.370131841801331
"1678","MWI",2005,610,155.0024,"SSP2",0.212,0.387,"MWI2005",0.136,0.744680023193359,0.797979965209961,0.864,0.500026440627085,0.374022752382927,0.77132999420166,0.109150145709001,0.772742467718894,0.524457624842665,0.191281685916846,0.635277138025728
"1679","MYS",2005,31,12.8512,"SSP2",0.688,0.742,"MYS2005",0.131,0.463959999084473,0.797480010986328,0.869,0.506275302017736,0.551603204095546,0.6307200050354,0.280491199212928,0.861940357685479,0.560553036180148,0.423249310853412,0.244943326437733
"1681","NAM",2005,346,81.4168,"SSP2",0.369,0.371,"NAM2005",0.269,0.525660018920898,0.650619964599609,0.731,0.500088746223458,0.417913380222525,0.588139991760253,0.146127874907886,0.697146968159052,0.497207902841191,0.241611867810626,0.514062696047296
"1683","NER",2005,755,211.9904,"SSP2",0.02,0.051,"NER2005",0.124,0.69765998840332,0.921129989624023,0.876,0.500015619850135,0.130583288918829,0.809394989013672,0.0649999009158432,0.579587959017355,0.375270041383298,0.116890690159905,0.688515795907849
"1684","NGA",2005,1000,126.0184,"SSP2",0.237,0.406,"NGA2005",0.058,0.47765998840332,0.615480003356934,0.942,0.500019838372809,0.367835186811395,0.546569995880127,0.0793103776110275,0.724715369689677,0.464974102274939,0.142974151819313,0.692511580494924
"1685","NIC",2005,131,106.4856,"SSP2",0.314,0.287,"NIC2005",0.207,0.458199996948242,0.828430023193359,0.793,0.500179216433637,0.366006019208947,0.6433150100708,0.146242857135215,0.73385646396503,0.490169011196974,0.243884442231419,0.502448264455024
"1686","NLD",2005,11,6.0308,"SSP2",0.821,0.882,"NLD2005",0.342,0.699339981079102,0.836650009155273,0.658,0.537685336484832,0.645849833867542,0.767994995117187,0.523998118754096,0.860591435729519,0.64368399636993,0.651381908635496,0.01
"1687","NOR",2005,10,9.3386,"SSP2",0.992,0.993,"NOR2005",0.379,0.746129989624023,0.811220016479492,0.621,0.526770608014049,0.69921742956892,0.778675003051758,0.53098593421824,0.8604382219595,0.659472471175474,0.656709301898716,0.0041899691003533
"1688","NPL",2005,415,95.2868,"SSP2",0.222,0.395,"NPL2005",0.064,0.829029998779297,0.902350006103516,0.936,0.500063220680992,0.363621683146803,0.865690002441406,0.11626047693041,0.818660492864291,0.539940241126691,0.203606213614798,0.622909725731993
"1690","NZL",2005,11,28.749,"SSP2",0.814,0.84,"NZL2005",0.322,0.70379997253418,0.843730010986328,0.678,0.507905413310819,0.633315165676185,0.773764991760254,0.400154055975884,0.860305426563642,0.629028904354678,0.546236845509565,0.13161884656167
"1692","OMN",2005,19,16.5846,"SSP2",0.447,0.474,"OMN2005",0.078,0.257569999694824,0.794140014648438,0.922,0.507933802887523,0.423902664426592,0.525855007171631,0.2046235805312,0.806709621930531,0.483778345935798,0.326443967006299,0.325219969540304
